#lambda_AA	response
        6977.256      0.07708266
        6977.931      0.07806854
        6978.612      0.07906479
        6979.294      0.08006168
        6979.977      0.08105852
        6980.658      0.08218899
        6981.341      0.08332589
        6982.015      0.08444897
        6982.697      0.08558513
        6983.376      0.08671574
        6984.059      0.08785295
        6984.741      0.08899009
         6985.42      0.09012081
        6986.103      0.09125813
        6986.785      0.09239552
         6987.46      0.09352004
        6988.143      0.09465841
        6988.826        0.095796
        6989.509       0.0969345
        6990.192      0.09780897
        6990.867      0.09800517
         6991.55       0.0982035
        6992.234       0.0984019
        6992.913      0.09859896
        6993.597      0.09879742
        6994.276      0.09899468
        6994.959      0.09919284
        6995.643      0.09939124
        6996.319      0.09958739
        6997.003       0.0997856
        6997.687      0.09998395
        6998.371       0.1001824
        6999.054       0.1003807
         6999.73       0.1005768
        7000.415       0.1015198
        7001.099       0.1029467
        7001.779       0.1043662
        7002.463       0.1057926
        7003.147       0.1072187
        7003.828       0.1086375
        7004.513        0.110064
        7005.189       0.1114738
        7005.874       0.1128996
        7006.559       0.1143252
        7007.243       0.1157505
        7007.928       0.1171765
        7008.613       0.1186012
         7009.29       0.1200103
        7009.975       0.1214354
        7010.656       0.1225677
        7011.341       0.1236957
        7012.026       0.1248238
        7012.708       0.1259456
        7013.393       0.1270729
        7014.079       0.1282008
        7014.756       0.1293157
        7015.442       0.1304434
        7016.127       0.1315709
        7016.813       0.1326981
        7017.499       0.1338259
        7018.177       0.1349401
        7018.863       0.1360677
        7019.549       0.1371951
        7020.231       0.1384525
        7020.917       0.1399854
        7021.599       0.1415093
        7022.285       0.1430417
        7022.971        0.144574
         7023.65         0.14609
        7024.336       0.1476233
        7025.023       0.1491564
        7025.709       0.1506892
        7026.396       0.1522219
        7027.075        0.153737
        7027.762       0.1552708
        7028.448       0.1568031
        7029.131       0.1583277
        7029.818       0.1598609
        7030.505        0.161246
        7031.188       0.1625703
        7031.875       0.1639021
        7032.555       0.1652185
        7033.242        0.166551
         7033.93       0.1678834
        7034.617       0.1692145
        7035.304       0.1705467
        7035.984       0.1718637
        7036.672        0.173196
        7037.359       0.1745275
        7038.043       0.1758516
        7038.731       0.1771839
        7039.419       0.1785161
        7040.103       0.1798393
        7040.791       0.1811629
        7041.471       0.1824713
        7042.159       0.1837946
        7042.848       0.1851186
        7043.536       0.1864412
        7044.224       0.1877644
        7044.913       0.1890875
        7045.593       0.1903952
        7046.282       0.1917178
        7046.966       0.1930327
        7047.655       0.1943545
        7048.344       0.1956773
        7049.029       0.1969923
        7049.717       0.1983135
        7050.406       0.1995785
        7051.087         0.20079
        7051.777       0.2020161
        7052.466       0.2032411
        7053.155       0.2044657
        7053.844        0.205691
        7054.526       0.2069026
        7055.215       0.2081279
        7055.905       0.2093527
         7056.59       0.2105705
         7057.28        0.211795
        7057.966       0.2130131
        7058.655       0.2142372
        7059.345        0.215462
        7060.027       0.2166789
        7060.717       0.2180587
        7061.407       0.2194379
        7062.097       0.2208166
        7062.788       0.2221963
         7063.47       0.2235589
         7064.16       0.2249377
        7064.851       0.2263163
        7065.537       0.2276866
        7066.228       0.2290642
        7066.918       0.2304417
        7067.604       0.2318109
        7068.295       0.2331882
        7068.979       0.2345496
        7069.669       0.2359254
         7070.36       0.2372596
        7071.051       0.2385547
        7071.742       0.2398508
        7072.429       0.2411384
        7073.116       0.2424258
        7073.808       0.2437211
        7074.495       0.2450091
        7075.187       0.2463044
        7075.878       0.2475996
        7076.565       0.2488871
        7077.257       0.2501819
        7077.949       0.2514776
        7078.632       0.2527572
        7079.324       0.2540524
        7080.016       0.2553446
        7080.708        0.256505
          7081.4       0.2576654
        7082.084       0.2588127
        7082.776        0.259973
        7083.468       0.2611337
        7084.157       0.2622876
        7084.849       0.2634481
        7085.537       0.2646012
         7086.23       0.2657623
        7086.922       0.2669227
        7087.607       0.2680693
          7088.3       0.2692299
        7088.992       0.2703899
        7089.685       0.2715501
        7090.378       0.2725148
        7091.063       0.2733076
        7091.756       0.2741091
        7092.449        0.274911
        7093.138       0.2757076
        7093.832       0.2765089
        7094.524       0.2773094
        7095.214        0.278106
        7095.907       0.2789069
        7096.593       0.2796988
        7097.287       0.2804988
         7097.98       0.2812985
        7098.674       0.2820987
        7099.368       0.2828987
        7100.061       0.2837279
        7100.747        0.284858
        7101.441       0.2860006
        7102.131       0.2871374
        7102.825       0.2882799
         7103.52       0.2894227
        7104.209       0.2905576
        7104.904       0.2916994
         7105.59       0.2928286
        7106.285       0.2939701
        7106.979       0.2951111
        7107.674       0.2962528
        7108.368       0.2973938
        7109.059       0.2985286
         7109.75       0.2996628
        7110.445       0.3004484
        7111.136       0.3010311
        7111.831       0.3016171
        7112.525       0.3022028
        7113.217       0.3027854
        7113.912       0.3033709
        7114.607        0.303957
        7115.294       0.3045363
         7115.99        0.305122
        7116.685       0.3057079
        7117.381       0.3062938
        7118.076       0.3068791
        7118.764       0.3074584
        7119.459       0.3080435
        7120.155       0.3087133
        7120.847       0.3096715
        7121.543       0.3106346
        7122.235       0.3115929
        7122.931       0.3125561
        7123.627       0.3135202
        7124.315       0.3144723
        7125.012       0.3154356
        7125.708       0.3163992
        7126.404       0.3173626
        7127.101       0.3183259
         7127.79       0.3192791
        7128.486       0.3202421
        7129.183       0.3212055
        7129.875       0.3221637
        7130.572       0.3227546
        7131.269       0.3232644
        7131.962       0.3237714
        7132.659       0.3242808
        7133.348       0.3247845
        7134.045        0.325294
        7134.742       0.3258032
        7135.439       0.3263122
        7136.137       0.3268209
        7136.834       0.3273303
        7137.524       0.3278338
        7138.221       0.3283428
        7138.915       0.3288488
        7139.613       0.3293573
        7140.311       0.3301041
        7141.004       0.3311419
        7141.702       0.3321854
          7142.4       0.3332286
         7143.09       0.3342606
        7143.788       0.3353043
        7144.486       0.3363475
        7145.185       0.3373901
        7145.883       0.3384331
        7146.573       0.3394639
        7147.271       0.3405062
         7147.97       0.3415494
        7148.665       0.3425858
        7149.363       0.3436282
        7150.058       0.3445909
        7150.757       0.3447486
        7151.456       0.3449061
        7152.146       0.3450617
        7152.845        0.345219
        7153.544       0.3453765
        7154.244       0.3455338
        7154.942        0.345691
        7155.634       0.3458462
        7156.333       0.3460035
        7157.033       0.3461612
        7157.728       0.3463168
        7158.427       0.3464733
        7159.127       0.3466299
        7159.823       0.3467864
        7160.522       0.3472455
        7161.214       0.3478009
        7161.914       0.3483627
        7162.614       0.3489241
        7163.314        0.349486
        7164.014        0.350048
        7164.714       0.3506097
        7165.406       0.3511654
        7166.106       0.3517273
        7166.803       0.3522854
        7167.503       0.3528471
        7168.204       0.3534085
          7168.9       0.3539676
        7169.601       0.3545291
        7170.293       0.3552032
        7170.994        0.356048
        7171.695       0.3568911
        7172.396       0.3577354
        7173.097       0.3585794
        7173.798       0.3594238
        7174.491       0.3602577
        7175.192       0.3611014
        7175.889         0.36194
         7176.59       0.3627838
        7177.292       0.3636278
        7177.989       0.3644661
        7178.691       0.3653095
        7179.392       0.3661522
        7180.086       0.3669452
        7180.788       0.3674562
        7181.489       0.3679671
        7182.191       0.3684782
        7182.893        0.368989
        7183.587       0.3694934
        7184.289        0.370004
        7184.991       0.3705151
        7185.689       0.3710234
        7186.392       0.3715342
         7187.09       0.3720418
        7187.792       0.3725524
        7188.495       0.3730627
        7189.189       0.3735678
        7189.892       0.3740788
        7190.594       0.3749539
        7191.297       0.3758955
           7192.       0.3768377
        7192.695        0.377768
        7193.397       0.3787091
        7194.101        0.379651
          7194.8       0.3805869
        7195.503       0.3815284
        7196.206       0.3824697
        7196.905       0.3834051
        7197.608       0.3843462
        7198.304       0.3852772
        7199.007       0.3862177
        7199.711       0.3871588
        7200.415        0.387739
        7201.118       0.3880678
        7201.822       0.3883964
        7202.518       0.3887212
        7203.222       0.3890496
        7203.921       0.3893757
        7204.625       0.3897043
         7205.33       0.3900328
         7206.03       0.3903592
        7206.734       0.3906877
        7207.438       0.3910162
        7208.135       0.3913409
        7208.839       0.3916691
        7209.543       0.3919968
        7210.248       0.3923537
        7210.953       0.3927637
        7211.649       0.3931686
        7212.354       0.3935781
        7213.059       0.3939879
         7213.76       0.3943942
        7214.465       0.3948034
        7215.166       0.3952102
        7215.871       0.3956191
        7216.576       0.3960275
        7217.273       0.3964314
        7217.979       0.3968402
        7218.684       0.3972485
         7219.39       0.3976567
        7220.095       0.3980511
        7220.793       0.3983554
        7221.499       0.3986624
        7222.204       0.3989691
        7222.906       0.3992739
        7223.612        0.399581
        7224.318       0.3998875
         7225.02       0.4001918
        7225.726       0.4004985
        7226.424       0.4008017
         7227.13        0.401108
        7227.836        0.401414
        7228.542         0.40172
        7229.249       0.4020263
        7229.948       0.4023291
        7230.654       0.4029661
        7231.361         0.40363
        7232.063       0.4042905
         7232.77       0.4049541
        7233.477       0.4056179
         7234.18       0.4062773
        7234.887       0.4069407
        7235.586       0.4075975
        7236.293       0.4082612
           7237.        0.408924
        7237.708       0.4095873
        7238.415       0.4102504
        7239.122       0.4109139
        7239.821       0.4115693
        7240.529       0.4117791
        7241.232       0.4118356
         7241.94       0.4118933
        7242.648       0.4119506
        7243.352       0.4120074
         7244.06       0.4120647
        7244.768       0.4121215
        7245.467       0.4121783
        7246.176       0.4122361
        7246.884       0.4122933
        7247.592       0.4123507
          7248.3       0.4124079
           7249.       0.4124639
        7249.709       0.4125213
        7250.417       0.4131005
        7251.122        0.414038
        7251.831       0.4149804
        7252.535       0.4159173
        7253.244         0.41686
        7253.953       0.4178022
        7254.654       0.4187334
        7255.363        0.419675
        7256.072       0.4206168
        7256.781       0.4215576
         7257.49       0.4224985
        7258.191       0.4234287
          7258.9       0.4243696
         7259.61       0.4253103
        7260.315       0.4257334
        7261.025       0.4255216
        7261.734       0.4253108
         7262.44        0.425101
        7263.149       0.4248901
        7263.852       0.4246818
        7264.562       0.4244707
        7265.271         0.42426
        7265.981       0.4240498
        7266.691       0.4238378
        7267.397       0.4236278
        7268.104       0.4234186
        7268.814       0.4232084
         7269.52       0.4229984
         7270.23       0.4228579
        7270.941       0.4228649
        7271.647       0.4228717
        7272.358       0.4228787
        7273.069       0.4228861
        7273.771       0.4228923
        7274.482       0.4228989
        7275.193       0.4229055
        7275.904       0.4229121
        7276.615       0.4229188
        7277.318       0.4229254
         7278.03       0.4229323
        7278.741       0.4229397
        7279.448       0.4229464
         7280.16       0.4229748
        7280.867       0.4230781
        7281.579       0.4231814
         7282.29       0.4232847
        7282.994       0.4233873
        7283.706       0.4234911
        7284.417       0.4235945
        7285.129       0.4236979
        7285.841       0.4238019
        7286.545       0.4239041
        7287.257       0.4240074
        7287.969       0.4241113
        7288.677       0.4242135
         7289.39       0.4243169
        7290.102       0.4244113
        7290.811         0.42445
        7291.523       0.4244893
        7292.228       0.4245283
         7292.94       0.4245674
        7293.653       0.4246069
        7294.365       0.4246462
        7295.078       0.4246852
        7295.791       0.4247238
        7296.496       0.4247624
        7297.209       0.4248014
        7297.918       0.4248401
        7298.631       0.4248793
        7299.345       0.4249187
        7300.054       0.4249457
        7300.768       0.4248269
        7301.473       0.4247092
        7302.187       0.4245898
          7302.9       0.4244706
        7303.614       0.4243517
        7304.327       0.4242328
        7305.041       0.4241138
        7305.747       0.4239959
        7306.461       0.4238769
        7307.171       0.4237587
        7307.885       0.4236394
        7308.599       0.4235202
         7309.31       0.4234019
        7310.023       0.4233012
        7310.738       0.4237198
        7311.444       0.4241339
        7312.159       0.4245524
        7312.874       0.4249706
        7313.588       0.4253888
        7314.303       0.4258074
         7315.01       0.4262215
        7315.725       0.4266397
        7316.439       0.4270579
         7317.15       0.4274736
        7317.865       0.4278919
        7318.577       0.4283074
        7319.292       0.4287248
        7320.007       0.4291347
        7320.714       0.4287692
         7321.43       0.4283993
        7322.145       0.4280291
        7322.861       0.4276587
        7323.576       0.4272887
        7324.284       0.4269228
           7325.        0.426553
        7325.715       0.4261827
        7326.427       0.4258147
        7327.143       0.4254447
        7327.859       0.4250743
        7328.571       0.4247067
        7329.288       0.4243367
        7329.996       0.4239708
        7330.712        0.424544
        7331.428       0.4251232
        7332.145       0.4257025
        7332.861       0.4262805
        7333.578       0.4268586
        7334.287       0.4274302
        7335.003       0.4280089
        7335.716       0.4285836
        7336.433       0.4291621
         7337.15       0.4297404
        7337.863       0.4303143
         7338.58        0.430892
        7339.297       0.4314694
        7340.006       0.4320338
        7340.724       0.4318349
        7341.441       0.4316367
        7342.158       0.4314387
        7342.876       0.4312395
        7343.585       0.4310438
        7344.303       0.4308456
        7345.021       0.4306464
        7345.734       0.4304499
        7346.452       0.4302519
        7347.166       0.4300546
        7347.884       0.4298558
        7348.602       0.4296575
        7349.313       0.4294617
         7350.03       0.4292666
        7350.749        0.429119
        7351.467       0.4289711
        7352.186       0.4288234
        7352.896       0.4286782
        7353.614       0.4285311
        7354.333       0.4283835
        7355.048       0.4282365
        7355.767       0.4280896
        7356.485       0.4279423
          7357.2       0.4277957
        7357.919       0.4276486
         7358.63       0.4275027
        7359.349       0.4273551
        7360.068       0.4272586
        7360.788       0.4276474
        7361.507       0.4280358
        7362.226        0.428424
        7362.938       0.4288085
        7363.657        0.429197
        7364.373       0.4295825
        7365.092       0.4299702
        7365.812       0.4303591
        7366.528        0.430745
        7367.248       0.4311331
        7367.959       0.4315168
         7368.68       0.4319045
          7369.4       0.4322924
         7370.12       0.4324984
         7370.84       0.4317935
        7371.561       0.4310891
        7372.273       0.4303929
        7372.993       0.4296889
        7373.709       0.4289881
         7374.43       0.4282837
        7375.151       0.4275795
        7375.868        0.426879
        7376.588       0.4261749
        7377.309       0.4254709
        7378.022       0.4247749
        7378.743       0.4240709
        7379.464       0.4233667
        7380.185       0.4231736
        7380.906       0.4244583
         7381.62       0.4257283
        7382.341       0.4270115
        7383.063       0.4282952
         7383.78       0.4295708
        7384.501       0.4308539
        7385.219       0.4321296
        7385.941        0.433411
        7386.663       0.4346919
        7387.376       0.4359585
        7388.098       0.4372387
         7388.82       0.4385188
        7389.542       0.4397981
        7390.264       0.4404235
        7390.979       0.4399197
        7391.701       0.4394104
        7392.423       0.4389013
        7393.142       0.4383947
        7393.864       0.4378846
        7394.586       0.4373751
        7395.305       0.4368687
        7396.028       0.4363594
        7396.742       0.4358552
        7397.465       0.4353454
        7398.188        0.434836
        7398.911       0.4343257
        7399.634       0.4338161
        7400.357       0.4334807
        7401.072       0.4333253
        7401.795       0.4331681
        7402.515       0.4330121
        7403.238       0.4328553
        7403.961       0.4326986
        7404.681       0.4325422
        7405.405       0.4323851
        7406.128       0.4322282
        7406.844        0.432074
        7407.568        0.431917
        7408.292         0.43176
        7409.016       0.4316033
         7409.74       0.4314468
        7410.456       0.4313503
         7411.18       0.4312863
        7411.904       0.4312224
        7412.625       0.4311583
        7413.349       0.4310944
        7414.069       0.4310309
        7414.793       0.4309666
        7415.518       0.4309026
        7416.235       0.4308395
        7416.959       0.4307755
        7417.684        0.430711
        7418.409        0.430647
        7419.134       0.4305831
        7419.851       0.4305197
        7420.576       0.4306991
        7421.301       0.4309416
        7422.022       0.4311828
        7422.748       0.4314249
        7423.473       0.4316672
        7424.194       0.4319078
         7424.92       0.4321488
        7425.637       0.4323885
        7426.363       0.4326304
        7427.089       0.4328713
        7427.814       0.4331129
        7428.541       0.4333548
        7429.262        0.433595
        7429.984       0.4338347
         7430.71       0.4341575
        7431.433         0.43448
        7432.159       0.4348042
        7432.885       0.4351289
        7433.607       0.4354509
        7434.333       0.4357744
        7435.052       0.4360948
        7435.778       0.4364191
        7436.505        0.436743
        7437.232       0.4370663
        7437.958       0.4373899
        7438.686       0.4377131
        7439.404       0.4380329
        7440.131       0.4382541
        7440.854       0.4380125
        7441.582       0.4377696
        7442.309       0.4375266
        7443.032       0.4372847
        7443.759       0.4370418
        7444.487       0.4367992
        7445.206       0.4365595
        7445.934       0.4363172
        7446.661       0.4360738
        7447.389       0.4358311
        7448.117       0.4355888
        7448.836       0.4353493
        7449.564       0.4351072
        7450.292       0.4352924
        7451.016        0.436109
        7451.744       0.4369295
        7452.468       0.4377454
        7453.197       0.4385663
        7453.925       0.4393866
        7454.646       0.4401981
        7455.374       0.4410183
        7456.103       0.4418381
        7456.831       0.4426581
         7457.56       0.4434771
         7458.28       0.4442872
        7459.009       0.4451064
        7459.738       0.4459246
        7460.463       0.4451849
        7461.192       0.4435579
        7461.921       0.4419302
        7462.646       0.4403127
        7463.375       0.4386874
        7464.097       0.4370798
        7464.826       0.4354533
        7465.556       0.4338285
        7466.285       0.4322039
        7467.015       0.4305793
        7467.745       0.4289548
        7468.466       0.4273497
        7469.196       0.4257253
        7469.922       0.4241112
        7470.652         0.42417
        7471.382       0.4244303
        7472.108       0.4246889
        7472.838       0.4249493
        7473.568       0.4252091
        7474.291       0.4254658
        7475.021       0.4257261
        7475.751       0.4259858
        7476.482       0.4262456
        7477.212       0.4265053
        7477.935       0.4267614
        7478.666       0.4270214
        7479.396        0.427281
        7480.124       0.4276475
        7480.854       0.4285499
        7481.581       0.4294479
        7482.313       0.4303514
        7483.043       0.4312532
        7483.767       0.4321457
        7484.498       0.4330485
        7485.229        0.433951
        7485.961       0.4348531
        7486.692       0.4357541
        7487.416       0.4366457
        7488.147       0.4375468
        7488.879        0.438448
        7489.607       0.4393441
        7490.339       0.4394705
        7491.071       0.4386977
        7491.799       0.4379297
        7492.531       0.4371578
        7493.255       0.4363945
        7493.987       0.4356229
         7494.72       0.4348509
        7495.452       0.4340798
        7496.185       0.4333082
        7496.917       0.4325371
        7497.641       0.4317756
        7498.374       0.4310048
        7499.103       0.4302387
        7499.835       0.4294687
        7500.568       0.4286603
        7501.297       0.4278451
         7502.03       0.4270256
        7502.755       0.4262162
        7503.488       0.4253978
        7504.222       0.4245786
        7504.955       0.4237597
        7505.688       0.4229418
        7506.422       0.4221236
        7507.147       0.4213148
        7507.881       0.4204966
         7508.61       0.4196828
        7509.344       0.4188646
        7510.078       0.4182311
        7510.808       0.4191277
        7511.542       0.4200307
        7512.276        0.420934
        7513.001       0.4218258
        7513.736       0.4227278
         7514.47       0.4236292
        7515.205       0.4245303
        7515.939       0.4254314
        7516.665       0.4263222
        7517.399       0.4272226
        7518.134        0.428123
        7518.865       0.4290172
          7519.6       0.4299164
         7520.33       0.4300878
        7521.065       0.4293787
          7521.8       0.4286698
        7522.527       0.4279678
        7523.262       0.4272573
        7523.997       0.4265485
        7524.732       0.4258393
        7525.468         0.42513
        7526.195       0.4244284
        7526.931       0.4237176
        7527.666       0.4230081
        7528.397       0.4223026
        7529.133       0.4215931
        7529.869       0.4208831
        7530.601       0.4205616
        7531.337       0.4203226
        7532.064       0.4200871
          7532.8       0.4198486
        7533.537         0.41961
        7534.273       0.4193712
        7535.009       0.4191325
        7535.746       0.4188949
        7536.474       0.4186589
         7537.21         0.41842
        7537.942       0.4181836
        7538.679       0.4179458
        7539.416       0.4177079
        7540.148       0.4174878
        7540.885       0.4173311
        7541.622       0.4171747
        7542.351         0.41702
        7543.088       0.4168636
        7543.825       0.4167072
        7544.563       0.4165502
          7545.3       0.4163937
        7546.029       0.4162402
        7546.766       0.4160829
        7547.503       0.4159262
        7548.237       0.4157707
        7548.975       0.4156146
        7549.708       0.4154586
        7550.446       0.4149406
        7551.184       0.4141863
        7551.914       0.4134405
        7552.651       0.4126868
         7553.39       0.4119328
        7554.127       0.4111795
        7554.866       0.4104264
        7555.596       0.4096816
        7556.334       0.4089283
        7557.073       0.4081746
        7557.807       0.4074261
        7558.545       0.4066736
        7559.284       0.4059207
        7560.019        0.405198
        7560.757       0.4054739
        7561.488       0.4057468
        7562.227       0.4060226
        7562.966       0.4062984
        7563.705       0.4065737
        7564.444       0.4068494
        7565.184       0.4071251
        7565.915       0.4073974
        7566.654       0.4076718
        7567.389        0.407945
        7568.128       0.4082197
        7568.868       0.4084946
        7569.604       0.4087675
        7570.343        0.409164
        7571.075       0.4096957
        7571.815        0.410234
        7572.555       0.4107711
        7573.295        0.411308
        7574.035       0.4118446
        7574.775       0.4123825
        7575.507       0.4129127
        7576.247       0.4134484
        7576.983       0.4139817
        7577.724       0.4145183
        7578.464        0.415054
        7579.201       0.4155861
        7579.941       0.4161206
        7580.682       0.4156844
        7581.415       0.4151694
        7582.156       0.4146481
        7582.896       0.4141268
        7583.638       0.4136065
        7584.378       0.4130864
        7585.111       0.4125714
        7585.853       0.4120504
        7586.594       0.4115304
        7587.331       0.4110137
        7588.073       0.4104927
         7588.81        0.409975
        7589.552       0.4094552
        7590.293       0.4089651
        7591.027        0.408525
        7591.769       0.4080805
         7592.51       0.4076359
        7593.252       0.4071908
        7593.995       0.4067457
        7594.728       0.4063075
         7595.47       0.4058633
        7596.213       0.4054183
        7596.951       0.4049764
        7597.693       0.4045328
        7598.436       0.4040891
        7599.174       0.4036475
        7599.917        0.403204
        7600.651       0.4040328
        7601.394       0.4050357
        7602.137       0.4060386
        7602.879       0.4070407
        7603.623       0.4080438
        7604.366       0.4090461
          7605.1       0.4100356
        7605.843       0.4110377
        7606.583        0.412034
        7607.326       0.4130355
        7608.069       0.4140375
        7608.809        0.415033
        7609.552       0.4160341
        7610.296       0.4160249
        7611.031       0.4145045
        7611.775       0.4129673
        7612.519       0.4114316
        7613.263       0.4098957
        7614.007         0.40836
        7614.742       0.4068435
        7615.486        0.405309
        7616.231       0.4037739
        7616.971       0.4022499
        7617.715       0.4007169
        7618.456       0.3991936
          7619.2       0.3976628
        7619.944       0.3961307
        7620.681       0.3974147
        7621.425       0.3989438
         7622.17       0.4004732
        7622.915        0.402001
         7623.66       0.4035297
        7624.396       0.4050393
        7625.142       0.4065663
        7625.887       0.4080935
        7626.628       0.4096112
        7627.374       0.4111374
        7628.119       0.4126621
         7628.86       0.4141784
        7629.605       0.4157027
        7630.343       0.4165692
        7631.088       0.4167001
        7631.834       0.4168304
         7632.58       0.4169609
        7633.326       0.4170912
        7634.072       0.4172218
        7634.809       0.4173497
        7635.555       0.4174798
        7636.297       0.4176095
        7637.043       0.4177395
         7637.79       0.4178694
        7638.532       0.4179981
        7639.279       0.4181276
        7640.017       0.4182563
        7640.763       0.4183696
         7641.51       0.4184829
        7642.257       0.4185961
        7643.003       0.4187095
         7643.75       0.4188216
        7644.489       0.4189332
        7645.236        0.419046
        7645.979       0.4191575
        7646.726       0.4192704
        7647.474        0.419383
        7648.217       0.4194945
        7648.964       0.4196056
        7649.711       0.4197185
        7650.451       0.4200844
        7651.198       0.4206195
        7651.946       0.4211556
        7652.694       0.4216906
        7653.441       0.4222249
        7654.181       0.4227537
        7654.929       0.4232886
        7655.677       0.4238223
        7656.421       0.4243529
        7657.169       0.4248872
        7657.914       0.4254182
        7658.662       0.4259514
         7659.41       0.4264849
         7660.15       0.4268279
        7660.899       0.4264424
        7661.647       0.4260567
        7662.396       0.4256709
        7663.145       0.4252851
        7663.885       0.4249039
        7664.634       0.4245186
        7665.383       0.4241337
        7666.128       0.4237511
        7666.877       0.4233659
        7667.626       0.4229809
        7668.372       0.4225981
        7669.121       0.4222135
        7669.862       0.4218333
        7670.612       0.4215978
        7671.361       0.4213956
        7672.111       0.4211931
        7672.861       0.4209909
         7673.61       0.4207884
        7674.352       0.4205883
        7675.102        0.420386
        7675.848       0.4201844
        7676.598       0.4199825
        7677.348       0.4197808
        7678.094         0.41958
        7678.844       0.4193777
        7679.595       0.4191757
        7680.337       0.4190486
        7681.087       0.4190085
        7681.838       0.4189695
        7682.589       0.4189297
        7683.339       0.4188901
        7684.082       0.4188511
        7684.833       0.4188103
        7685.584       0.4187707
        7686.331       0.4187314
        7687.082       0.4186914
        7687.829       0.4186519
         7688.58        0.418612
        7689.332       0.4185721
        7690.074       0.4184507
        7690.826       0.4175842
        7691.578       0.4167171
        7692.329       0.4158512
        7693.081        0.414986
        7693.824        0.414129
        7694.576       0.4132635
        7695.328       0.4123981
        7696.076       0.4115376
        7696.828        0.410673
         7697.58       0.4098082
        7698.328       0.4089489
         7699.08       0.4080852
        7699.824       0.4072316
        7700.577       0.4072607
        7701.329       0.4075618
        7702.082       0.4078628
        7702.834       0.4081632
        7703.587       0.4084642
        7704.332       0.4087616
        7705.084       0.4090618
        7705.833         0.40936
        7706.586       0.4096598
        7707.339       0.4099596
        7708.088        0.410258
        7708.841       0.4105578
        7709.586        0.410854
         7710.34       0.4106928
        7711.093       0.4099719
        7711.847       0.4092507
        7712.601       0.4085298
        7713.354       0.4078092
          7714.1        0.407096
        7714.854       0.4063766
        7715.603        0.405661
        7716.357       0.4049417
        7717.111       0.4042228
        7717.861       0.4035072
        7718.615       0.4027885
         7719.37         0.40207
        7720.115       0.4015178
         7720.87       0.4018328
        7721.624       0.4021473
        7722.379       0.4024617
        7723.133       0.4027758
         7723.88       0.4030868
        7724.635       0.4033999
         7725.39       0.4037134
         7726.14       0.4040253
        7726.895       0.4043384
        7727.646       0.4046501
        7728.401        0.404963
        7729.156       0.4052753
        7729.903       0.4055848
        7730.659       0.4048111
        7731.414       0.4038786
        7732.169       0.4029464
        7732.925       0.4020134
        7733.672       0.4010921
        7734.428       0.4001605
        7735.184       0.3992295
        7735.936        0.398304
        7736.692       0.3973728
        7737.448       0.3964429
          7738.2        0.395518
        7738.956       0.3945887
        7739.704       0.3936699
